product_price_id,price,seller_id,register_on,product_id
101,664.34,9,2019-08-19T19:58:21Z,63
105,132.32,1,2019-05-14T05:12:36Z,60
115,333.33,1,2020-01-19T23:29:26Z,73
104,232.35,15,2019-09-17T04:15:07Z,72
114,815.26,15,2019-09-01T11:44:30Z,86
113,577.43,15,2019-08-03T10:38:36Z,69
103,543.66,14,2018-12-09T23:41:43Z,85
114,701.86,8,2020-01-07T07:50:09Z,88
110,418.90,11,2019-05-30T18:36:29Z,90
109,516.50,9,2018-11-27T22:11:33Z,69
105,91.07,2,2020-01-24T12:37:46Z,87
108,392.97,15,2018-12-16T19:57:00Z,94
115,613.78,11,2018-11-05T07:38:25Z,78
113,694.96,1,2019-06-13T08:27:42Z,62
109,43.13,8,2020-01-06T07:54:50Z,82
110,64.19,15,2020-01-21T16:32:49Z,62
100,135.24,8,2019-09-25T07:56:24Z,98
114,829.70,8,2019-01-08T11:16:33Z,96
115,705.92,2,2019-03-24T15:16:52Z,87
113,306.41,13,2019-02-18T13:38:34Z,95
114,619.12,7,2019-07-13T16:58:53Z,85
106,644.78,8,2019-04-21T09:23:02Z,66
113,455.22,8,2019-07-15T17:54:51Z,98
114,895.17,14,2019-10-13T18:46:45Z,70
102,722.27,1,2019-05-18T15:49:01Z,91
106,94.93,7,2019-03-09T14:17:11Z,94
100,577.18,6,2019-02-12T11:39:41Z,88
104,796.56,15,2018-12-22T23:40:17Z,95
109,76.84,7,2018-11-04T12:55:28Z,62
114,93.73,7,2019-10-15T17:54:38Z,64
101,799.46,13,2018-12-17T22:36:37Z,86
105,502.86,8,2018-12-08T17:37:04Z,94
109,386.84,11,2020-01-23T09:52:59Z,64
108,316.33,9,2019-11-20T01:49:16Z,84
114,737.23,9,2019-04-03T10:35:30Z,85
109,993.88,9,2019-06-30T07:25:11Z,93
111,642.25,13,2019-11-09T00:57:09Z,91
112,846.76,9,2019-04-22T20:36:16Z,70
110,810.32,2,2019-08-02T23:33:21Z,79
109,701.51,10,2019-06-26T11:55:18Z,65
104,585.89,5,2019-09-30T20:58:27Z,92
102,852.79,1,2020-01-01T03:08:18Z,82
105,39.69,10,2019-04-02T07:29:09Z,83
106,390.23,1,2018-12-17T15:43:17Z,80
104,394.35,10,2019-06-17T02:42:16Z,85
113,254.99,6,2019-03-08T02:51:39Z,68
114,438.95,6,2019-05-04T04:41:27Z,83
103,860.91,11,2019-09-09T00:57:42Z,76
112,212.34,7,2019-02-27T15:32:00Z,85
112,898.81,1,2019-03-28T09:29:03Z,71
112,549.78,14,2019-09-02T12:24:40Z,75
100,939.54,1,2019-01-28T06:29:55Z,83
104,348.19,5,2019-03-24T06:01:39Z,96
106,887.39,8,2020-01-24T05:43:55Z,73
107,138.72,14,2019-11-09T07:49:51Z,67
114,793.93,1,2020-01-29T01:43:08Z,81
103,442.80,8,2019-07-01T12:58:06Z,87
108,848.21,14,2019-12-30T13:25:07Z,86
112,492.00,6,2019-04-20T01:27:49Z,99
103,83.64,9,2019-01-27T03:08:51Z,74
101,858.88,15,2018-12-09T11:20:58Z,95
101,761.80,11,2019-03-03T04:04:46Z,81
112,722.82,9,2018-12-26T02:40:17Z,61
104,838.77,6,2020-01-04T11:23:05Z,86
114,246.50,8,2018-12-23T16:48:26Z,79
110,51.12,2,2019-02-06T04:15:26Z,80
114,580.18,13,2018-12-15T05:56:45Z,82
100,550.97,1,2018-10-20T13:19:45Z,61
102,317.06,9,2019-02-15T02:35:29Z,78
112,674.26,2,2019-08-08T03:06:57Z,61
103,883.77,12,2019-07-16T03:24:47Z,70
103,870.84,8,2019-05-20T09:21:39Z,78
110,439.53,14,2019-02-08T04:58:19Z,71
108,740.99,1,2019-11-04T02:00:43Z,83
102,342.06,8,2019-09-18T20:45:24Z,94
101,780.41,2,2018-11-07T17:34:52Z,96
109,423.15,8,2020-02-07T20:46:31Z,99
104,631.32,7,2019-10-30T10:44:02Z,60
107,253.71,14,2019-05-15T20:10:50Z,80
110,401.12,1,2019-05-22T12:50:24Z,74
107,243.19,13,2018-10-05T15:31:19Z,83
107,897.08,7,2018-10-27T13:40:12Z,96
101,391.36,14,2018-12-30T17:09:51Z,61
101,865.42,7,2019-04-04T03:51:19Z,70
109,431.75,11,2019-06-16T21:39:07Z,93
106,625.93,12,2019-12-20T11:24:59Z,74
102,14.30,8,2019-05-18T21:15:26Z,86
103,309.84,5,2019-12-08T16:19:27Z,67
101,731.67,1,2019-10-14T05:45:21Z,65
113,971.98,5,2019-02-17T10:26:15Z,60
109,418.32,1,2019-07-10T03:02:07Z,92
113,681.58,2,2018-11-20T17:53:19Z,60
110,553.14,1,2019-02-16T13:27:44Z,82
106,835.16,14,2019-10-20T07:31:34Z,92
104,426.61,1,2019-01-01T10:42:39Z,85
100,524.72,7,2019-09-23T23:29:31Z,67
111,397.31,5,2020-01-11T08:25:29Z,75
103,456.06,6,2019-03-11T23:55:25Z,99
115,167.52,9,2018-12-19T05:05:46Z,68
103,358.40,15,2020-01-05T18:59:37Z,94
106,458.97,2,2019-11-18T01:50:52Z,99
103,383.48,5,2019-12-20T11:01:19Z,72
109,960.95,2,2019-01-08T05:17:31Z,71
112,944.10,10,2019-10-25T04:43:24Z,86
113,862.51,15,2018-11-10T09:39:59Z,97
100,994.15,8,2019-03-18T02:08:48Z,77
102,550.55,7,2019-06-18T15:35:25Z,89
108,312.62,5,2019-02-09T07:47:36Z,82
107,23.96,7,2019-05-31T12:14:38Z,76
105,152.10,11,2020-02-02T04:50:13Z,69
109,473.12,1,2018-10-17T14:28:03Z,86
110,436.50,5,2018-12-20T19:37:32Z,79
101,735.55,13,2019-12-30T07:54:37Z,79
106,878.50,14,2019-07-10T05:39:54Z,84
110,522.38,2,2019-11-11T23:22:43Z,80
104,193.41,14,2019-10-11T20:23:47Z,64
110,295.13,5,2019-11-10T02:22:48Z,74
110,324.21,7,2020-01-30T11:06:43Z,66
108,733.23,6,2018-12-16T04:14:16Z,88
106,332.13,8,2019-11-20T01:31:44Z,92
111,780.60,12,2019-02-15T10:10:22Z,71
105,828.86,10,2019-09-26T15:00:02Z,87
107,220.37,9,2019-12-18T08:14:17Z,77
114,382.64,2,2019-05-20T20:32:02Z,72
104,81.61,10,2019-02-17T20:46:48Z,97
114,799.63,7,2019-05-14T00:48:05Z,97
105,545.62,15,2019-12-12T04:47:27Z,79
112,469.25,1,2019-01-23T18:42:19Z,62
100,409.74,5,2019-06-19T21:41:05Z,73
108,30.96,2,2019-11-03T03:14:59Z,72
109,935.75,8,2019-01-06T16:51:16Z,63
103,988.18,13,2019-08-11T01:21:33Z,61
112,592.66,1,2019-09-30T12:25:08Z,76
114,254.05,8,2019-04-04T12:49:07Z,80
104,732.43,15,2019-03-30T19:34:57Z,60
110,775.43,2,2019-03-17T00:27:47Z,82
112,826.82,5,2018-11-02T17:45:03Z,93
115,382.80,7,2020-01-06T00:23:24Z,92
115,329.85,6,2018-11-08T07:53:53Z,77
106,308.08,12,2020-01-04T20:43:26Z,88
114,350.29,12,2019-05-15T12:53:31Z,82
105,588.12,8,2019-07-05T13:10:34Z,89
102,549.67,5,2018-11-11T02:35:08Z,84
107,179.99,2,2019-07-13T00:05:15Z,93
101,332.67,7,2019-01-18T06:01:05Z,89
114,170.54,10,2019-05-22T13:57:37Z,86
103,23.79,14,2020-01-15T05:50:48Z,79
115,907.47,5,2019-10-03T23:18:06Z,89
109,579.27,2,2018-11-25T11:27:26Z,96
111,225.35,12,2018-10-28T08:27:27Z,89
102,606.53,5,2019-04-15T23:14:36Z,74
108,72.76,15,2019-11-08T03:22:07Z,87
102,299.50,12,2019-04-28T08:12:42Z,81
113,588.85,14,2018-10-16T08:47:18Z,75
100,848.48,1,2019-07-20T08:38:11Z,93
114,347.62,5,2019-06-27T20:37:47Z,62
111,653.05,15,2019-01-11T17:52:24Z,88
110,93.89,1,2018-10-01T15:24:47Z,64
111,107.73,13,2019-03-04T21:32:53Z,74
103,969.82,7,2019-09-07T10:42:42Z,99
104,595.76,6,2019-08-09T04:52:21Z,93
100,68.90,2,2018-10-14T01:53:59Z,79
111,578.18,8,2019-11-01T00:57:42Z,67
102,295.25,1,2019-11-08T01:40:29Z,92
101,780.49,7,2019-09-10T06:33:33Z,92
115,335.54,15,2018-10-07T08:10:28Z,96
114,569.09,12,2019-10-17T19:46:23Z,76
102,950.47,14,2020-01-07T09:29:10Z,60
115,193.21,1,2019-02-10T06:19:00Z,63
107,39.18,14,2019-04-04T05:04:01Z,76
104,725.26,9,2019-03-31T19:58:04Z,70
113,813.76,14,2019-03-15T20:16:50Z,86
106,548.85,15,2019-07-30T02:23:52Z,84
102,699.12,7,2019-08-27T22:20:34Z,76
111,129.64,7,2020-01-20T13:45:07Z,82
112,59.87,10,2018-10-01T02:52:54Z,88
110,366.70,13,2020-01-06T17:37:48Z,64
102,158.33,1,2019-07-23T22:16:09Z,75
102,631.11,12,2018-10-14T09:50:18Z,83
107,363.77,13,2019-10-11T16:01:11Z,66
104,850.55,1,2019-07-08T22:04:50Z,70
115,700.37,8,2019-09-03T08:57:30Z,93
106,196.78,1,2019-05-26T03:26:23Z,87
114,222.51,14,2019-08-31T16:20:44Z,90
100,411.16,9,2019-05-03T02:51:00Z,96
104,330.03,7,2019-04-18T20:53:29Z,88
106,865.01,8,2019-07-25T10:04:33Z,64
102,738.52,2,2019-01-26T18:58:47Z,78
102,475.83,1,2019-07-17T07:04:30Z,71
112,397.65,14,2018-10-08T19:35:22Z,98
108,959.92,5,2018-12-03T20:55:19Z,95
112,36.77,6,2020-02-02T02:44:59Z,63
103,311.85,14,2019-11-01T05:00:57Z,84
104,198.73,11,2019-04-01T19:06:11Z,76
102,402.65,13,2019-08-11T13:05:55Z,85
115,297.68,9,2019-04-29T19:19:36Z,88
100,610.76,2,2019-08-19T11:29:06Z,84
112,880.57,5,2019-09-16T16:57:17Z,70
109,751.63,12,2019-06-25T02:43:27Z,89
114,400.80,12,2018-11-19T09:55:54Z,76
103,604.61,2,2019-11-18T09:08:12Z,86
109,96.98,15,2019-02-27T22:39:38Z,68
113,866.06,1,2019-07-25T02:20:33Z,77
108,126.08,10,2019-06-13T11:19:48Z,69
110,725.39,6,2019-07-11T19:42:38Z,89
102,352.25,15,2019-04-23T03:32:29Z,76
113,473.30,15,2019-09-16T11:16:18Z,61
113,998.78,14,2019-02-05T04:16:55Z,68
103,691.23,9,2019-06-16T00:00:15Z,60
107,213.86,2,2019-04-06T14:35:35Z,71
105,699.11,5,2019-11-02T08:35:01Z,63
105,876.28,1,2019-02-20T00:39:45Z,87
109,434.41,14,2019-07-03T11:46:24Z,82
104,181.24,13,2019-12-12T23:13:36Z,65
100,701.75,10,2019-08-18T21:20:23Z,63
112,467.44,6,2019-05-28T20:25:32Z,72
100,818.88,1,2019-10-07T10:52:56Z,97
113,381.34,14,2018-11-18T02:39:56Z,99
102,521.35,10,2018-12-22T05:38:07Z,70
114,399.00,1,2019-05-22T09:55:43Z,99
104,778.87,8,2019-04-01T19:54:41Z,66
111,610.25,1,2019-06-27T06:51:04Z,77
112,228.43,8,2019-06-25T22:20:34Z,80
114,932.90,2,2019-08-21T06:52:11Z,62
114,476.98,14,2019-11-06T13:53:54Z,95
113,704.36,1,2018-12-29T17:16:25Z,62
106,622.66,12,2019-04-16T12:46:08Z,85
115,760.68,8,2019-12-02T22:45:36Z,71
107,67.52,8,2019-02-28T19:01:50Z,86
103,736.69,8,2018-10-21T22:54:38Z,63
112,784.60,1,2019-12-21T13:17:30Z,60
109,345.15,8,2018-10-14T05:47:58Z,78
113,294.60,5,2019-08-14T14:17:52Z,65
106,28.84,8,2018-12-14T00:41:17Z,84
115,843.07,14,2019-06-21T04:03:47Z,87
110,328.49,8,2018-10-10T10:47:17Z,99
101,854.50,2,2019-01-18T03:55:49Z,63
108,791.47,8,2019-03-01T05:28:26Z,87
115,154.96,14,2019-12-18T21:53:22Z,75
111,594.88,2,2018-12-24T10:24:34Z,61
109,749.28,7,2018-10-27T14:28:20Z,61
104,790.73,13,2019-02-07T18:05:01Z,73
100,418.42,14,2019-03-28T07:01:04Z,87
103,750.87,8,2020-01-13T12:45:59Z,64
102,503.50,9,2019-11-18T17:06:50Z,67
100,129.82,7,2020-02-07T07:11:34Z,85
105,666.27,1,2020-02-02T06:00:16Z,81
108,513.66,12,2019-08-06T14:32:45Z,64
107,491.48,2,2019-03-24T11:57:23Z,66
109,92.63,7,2019-04-09T10:56:04Z,88
112,86.45,15,2019-02-11T14:08:49Z,98
105,763.65,1,2019-07-17T18:41:18Z,96
110,579.15,15,2019-11-22T01:46:44Z,79
100,529.13,8,2018-11-19T13:45:15Z,79
115,56.31,2,2019-05-14T18:36:56Z,93
106,407.12,2,2019-04-17T02:45:00Z,88
105,147.55,12,2019-06-23T20:18:29Z,62
101,945.50,5,2019-08-09T15:46:42Z,66
114,203.09,7,2019-02-07T08:31:33Z,67
106,385.81,9,2019-01-20T17:21:51Z,72
102,479.25,13,2019-08-18T03:46:18Z,87
106,580.92,5,2018-10-23T09:16:22Z,60
113,905.91,14,2018-12-19T15:44:27Z,66
112,438.86,15,2019-08-26T07:02:32Z,65
111,163.92,1,2019-07-03T17:23:46Z,73
106,227.72,2,2018-10-23T05:38:56Z,92
115,775.77,5,2019-04-22T04:24:24Z,62
102,845.14,10,2019-04-11T17:06:15Z,86
111,585.35,6,2018-12-05T14:15:18Z,70
107,938.44,1,2019-07-08T12:30:43Z,73
112,297.46,9,2019-04-03T04:05:33Z,71
103,533.58,12,2019-12-28T11:34:26Z,89
101,189.48,14,2019-09-30T17:59:41Z,79
107,697.11,1,2019-04-26T08:06:51Z,62
104,200.65,10,2019-06-24T20:06:40Z,87
102,536.47,15,2019-06-25T07:01:05Z,92
105,904.02,1,2019-10-12T19:28:32Z,85
101,799.98,10,2019-11-20T21:34:26Z,77
109,810.12,15,2019-02-26T07:16:48Z,63
106,971.90,2,2019-04-11T04:15:57Z,75
101,142.78,9,2020-01-20T04:04:47Z,62
113,303.40,6,2018-10-17T18:23:39Z,92
106,82.06,8,2018-10-25T18:40:56Z,81
110,380.15,14,2018-12-02T08:27:42Z,91
100,882.12,8,2019-10-05T11:08:41Z,78
113,263.18,6,2019-07-14T20:42:41Z,70
103,49.69,2,2020-01-29T16:06:38Z,83
107,61.18,8,2018-11-24T20:16:55Z,69
114,829.75,5,2018-10-08T01:23:12Z,91
106,373.19,11,2019-10-14T18:53:41Z,91
104,711.40,14,2019-09-17T10:32:38Z,90
114,431.94,14,2019-10-18T04:49:28Z,70
101,105.38,14,2018-10-02T07:37:16Z,87
107,593.84,9,2018-10-17T20:03:42Z,77
101,256.22,14,2019-06-28T04:57:51Z,77
100,874.63,2,2019-06-28T05:22:13Z,65
110,534.59,1,2019-07-05T12:02:00Z,72
107,780.48,7,2019-04-01T11:25:51Z,65
104,745.78,8,2020-01-23T04:13:21Z,73
104,289.42,2,2019-06-18T14:39:22Z,99
108,437.14,8,2018-10-28T01:12:18Z,82
101,108.65,8,2019-02-07T08:09:02Z,76
100,927.51,6,2019-07-06T01:48:12Z,87
113,848.84,2,2019-03-10T11:27:07Z,77
113,647.64,14,2019-11-13T07:54:13Z,77
103,431.91,11,2019-04-10T03:47:56Z,62
105,544.88,6,2018-11-30T04:05:41Z,97
110,844.37,13,2018-12-24T04:42:37Z,97
108,930.52,1,2019-06-24T11:31:20Z,85
111,961.54,11,2018-10-28T07:04:48Z,70
108,479.32,2,2019-04-09T22:46:10Z,63
115,200.43,9,2019-03-21T06:14:26Z,66
107,52.35,7,2019-02-17T12:06:25Z,65
107,80.41,15,2019-05-13T20:04:41Z,92
102,712.15,7,2018-10-27T18:09:42Z,76
101,919.39,15,2020-01-19T12:27:05Z,97
110,466.61,2,2019-08-15T12:26:13Z,84
109,888.58,5,2019-08-15T12:08:20Z,95
102,283.35,15,2020-02-08T18:15:45Z,63
111,248.00,10,2019-06-21T20:02:30Z,73
115,849.91,10,2019-12-22T16:47:06Z,83
108,459.38,5,2019-02-26T19:12:52Z,65
110,883.68,12,2019-03-30T12:14:42Z,62
107,174.63,1,2019-01-07T14:30:36Z,65
108,153.07,1,2019-07-19T12:53:13Z,81
101,314.92,10,2019-02-01T21:01:16Z,65
112,156.47,15,2019-02-12T23:43:00Z,75
107,412.95,15,2018-12-05T13:55:42Z,95
100,567.15,2,2019-03-03T13:13:06Z,79
108,380.91,1,2019-04-03T07:36:44Z,64
100,363.13,14,2019-02-08T04:34:44Z,64
112,266.75,9,2019-08-16T05:24:17Z,80
104,981.22,2,2019-04-02T00:14:05Z,61
113,829.84,9,2019-08-01T23:24:25Z,98
101,368.85,9,2019-10-18T02:13:00Z,84
114,350.06,1,2019-07-31T02:43:17Z,68
109,853.27,8,2019-07-10T02:34:37Z,88
101,599.54,5,2020-02-02T16:08:59Z,89
104,548.47,6,2019-03-26T14:57:45Z,65
103,749.80,15,2019-04-12T21:05:01Z,68
112,70.25,14,2019-09-01T16:20:23Z,91
111,399.62,14,2019-01-10T07:57:43Z,74
108,405.97,15,2019-01-17T13:21:55Z,85
112,785.97,6,2019-08-05T15:01:17Z,76
115,431.91,9,2019-05-02T14:51:25Z,84
109,333.60,14,2019-04-24T08:38:08Z,69
115,193.26,5,2018-12-22T09:09:28Z,89
103,45.53,10,2019-12-22T23:43:18Z,64
114,139.82,2,2018-11-27T17:10:54Z,98
108,578.60,10,2019-08-08T12:59:48Z,94
105,555.68,8,2018-12-12T02:21:41Z,76
111,367.07,15,2018-12-28T04:46:57Z,84
106,638.15,7,2019-11-21T16:38:43Z,84
106,59.08,13,2019-08-30T05:07:38Z,78
109,759.26,9,2020-01-25T16:47:19Z,83
100,458.34,8,2019-08-30T07:30:32Z,98
108,689.19,7,2019-07-23T11:50:47Z,64
100,274.19,1,2019-10-01T19:02:11Z,68
100,990.44,10,2019-04-27T20:26:15Z,94
115,999.16,8,2018-12-25T09:49:14Z,81
101,783.33,13,2019-06-01T20:43:26Z,60
103,515.75,1,2018-12-23T18:17:07Z,92
101,544.08,2,2019-08-14T13:07:54Z,88
109,492.56,10,2019-05-21T02:23:58Z,91
111,737.65,8,2019-04-05T02:38:51Z,91
100,543.38,6,2019-01-12T14:20:43Z,83
110,14.48,7,2018-12-11T05:09:24Z,88
107,194.38,14,2019-02-01T06:12:14Z,65
115,111.52,7,2019-01-02T14:04:45Z,67
114,315.87,6,2019-09-20T15:14:15Z,71
108,876.37,1,2019-05-05T09:17:35Z,91
105,169.84,12,2018-11-12T01:28:49Z,65
112,949.10,13,2018-10-06T00:55:30Z,62
108,904.82,14,2019-09-15T19:20:30Z,75
109,537.33,14,2019-09-27T14:17:26Z,86
112,954.97,15,2019-09-27T00:09:46Z,75
102,763.95,1,2019-02-17T01:59:03Z,74
110,258.39,1,2018-12-30T02:15:18Z,77
102,185.10,5,2018-11-28T18:02:51Z,88
103,764.15,6,2019-09-19T22:03:02Z,93
102,549.82,14,2019-11-11T07:13:26Z,73
103,69.17,8,2018-11-06T22:47:26Z,83
104,439.22,2,2019-08-17T17:36:42Z,95
103,28.02,6,2020-01-31T07:00:50Z,60
106,407.52,1,2019-04-01T20:47:49Z,82
110,339.63,14,2018-12-21T16:46:22Z,72
115,428.36,5,2019-06-29T02:58:49Z,86
110,738.59,14,2019-09-28T08:22:10Z,67
113,539.03,15,2019-05-22T12:42:25Z,98
100,666.16,15,2019-02-16T08:18:55Z,78
106,451.04,13,2019-12-16T01:42:52Z,71
109,809.78,9,2019-11-12T18:18:15Z,90
106,129.09,7,2019-08-24T15:01:21Z,90
115,781.62,8,2019-06-29T14:33:15Z,83
109,980.39,1,2019-08-17T07:23:40Z,66
109,87.13,10,2019-06-04T09:52:33Z,91
110,627.15,2,2019-07-10T18:16:25Z,61
111,524.01,9,2019-11-05T20:39:05Z,60
106,821.13,14,2019-03-05T13:27:13Z,97
104,533.21,2,2019-08-09T07:54:10Z,92
109,245.53,2,2019-01-01T18:05:44Z,99
105,670.65,1,2019-09-28T07:48:40Z,71
108,182.24,1,2019-11-13T08:10:25Z,92
113,310.26,2,2019-07-27T02:49:07Z,67
101,311.05,1,2019-01-05T05:38:21Z,92
101,666.01,13,2018-12-19T05:05:35Z,73
102,879.77,5,2019-10-27T10:48:37Z,69
112,177.70,5,2019-11-07T14:10:23Z,92
114,203.72,14,2019-03-15T21:08:10Z,85
114,435.90,1,2020-02-07T00:26:19Z,94
103,774.16,5,2018-11-14T14:47:37Z,81
102,222.94,5,2019-06-19T23:10:54Z,86
101,672.53,14,2018-11-18T19:26:15Z,94
104,337.18,14,2019-09-03T15:52:19Z,78
104,894.18,14,2019-04-27T13:36:36Z,85
114,600.14,14,2019-05-24T14:01:49Z,84
102,755.03,12,2019-09-23T21:16:21Z,72
103,786.23,15,2019-02-08T14:11:11Z,98
105,424.75,15,2019-01-18T22:01:00Z,66
102,784.03,14,2018-12-16T19:08:24Z,77
108,294.85,1,2018-10-31T16:11:01Z,97
102,36.34,7,2019-10-23T12:44:52Z,95
115,533.94,7,2018-11-24T00:28:21Z,88
104,264.10,2,2018-12-14T11:48:08Z,74
113,96.80,1,2019-08-10T21:47:09Z,82
112,569.29,1,2019-02-15T20:57:35Z,93
111,394.93,13,2018-10-17T00:07:00Z,81
106,141.02,11,2018-11-16T13:53:04Z,86
103,653.57,14,2019-08-12T04:12:42Z,64
110,414.88,14,2019-02-23T15:10:11Z,69
102,740.72,8,2018-12-11T18:35:09Z,97
108,901.14,6,2019-08-26T00:15:09Z,96
106,838.62,12,2019-01-02T20:55:30Z,71
115,146.15,5,2019-05-03T16:46:15Z,90
