order_id,product_price_id,order_detail_id
527,71,612
505,80,623
527,65,614
517,65,620
505,66,613
503,87,622
513,83,629
514,91,621
525,62,606
528,80,613
522,85,608
517,62,607
526,98,601
503,82,615
512,92,601
501,64,600
510,72,628
527,91,613
509,60,619
529,88,605
529,66,605
510,66,610
528,61,616
500,65,607
529,78,620
500,88,601
514,93,619
523,81,611
508,92,603
500,99,606
523,87,607
520,84,623
503,99,610
515,69,607
522,88,625
515,92,606
519,98,630
529,75,627
512,96,605
502,85,624
528,90,630
525,77,628
508,70,617
517,78,626
507,98,608
515,91,611
529,63,630
505,71,617
527,65,613
515,89,608
500,90,630
521,63,621
522,78,614
528,91,611
501,87,627
508,89,629
508,92,619
530,75,604
530,90,616
511,93,606
505,77,615
517,69,625
530,78,606
520,65,602
517,70,618
513,61,605
504,72,601
511,71,617
510,87,615
515,72,607
521,92,609
520,91,618
504,88,616
501,81,610
530,68,626
513,79,630
508,78,624
526,86,621
525,89,613
520,75,607
524,92,609
515,87,628
519,69,623
509,60,630
519,83,630
522,65,616
528,86,610
509,74,608
519,98,607
526,70,609
526,72,617
524,64,608
507,90,615
524,91,608
502,89,627
520,72,624
527,92,612
525,66,611
503,74,608
507,88,600
526,84,605
510,98,615
513,60,619
517,86,608
518,92,616
513,84,604
522,60,615
513,71,616
514,82,609
513,66,606
523,60,607
530,72,613
512,84,615
510,77,606
518,69,612
520,87,622
514,70,617
503,89,617
506,74,628
500,90,616
518,61,619
500,99,624
511,65,630
512,90,605
518,99,625
515,86,617
516,60,603
524,75,619
523,81,603
521,70,605
508,77,609
511,100,624
509,66,623
515,78,613
530,93,621
508,99,619
507,76,607
516,87,629
524,80,620
511,60,600
514,71,617
525,78,626
524,75,611
508,93,608
507,66,602
521,77,627
519,75,607
517,90,615
530,72,608
521,76,621
504,93,603
526,91,600
511,69,605
521,76,623
524,82,627
504,74,608
500,77,626
508,88,607
523,74,629
502,87,615
507,100,628
510,93,603
502,86,604
529,85,625
530,86,611
522,68,623
507,80,630
514,77,619
523,77,600
512,99,601
523,84,624
507,64,626
503,90,604
502,100,614
522,92,626
503,70,619
514,100,608
525,71,617
512,88,608
528,74,618
514,92,605
522,78,609
503,89,606
523,81,606
523,63,618
527,80,627
529,88,608
525,100,623
517,64,609
513,72,630
507,99,626
526,89,615
527,84,600
507,62,601
500,68,600
518,96,619
519,68,614
519,78,603
518,69,607
508,79,626
502,84,604
525,84,618
502,77,620
500,89,615
503,66,601
519,61,630
504,63,604
500,91,606
523,77,609
524,100,623
508,100,600
522,60,608
526,92,616
529,75,630
509,74,613
503,98,609
502,61,605
505,90,623
526,87,617
517,82,630
510,99,630
510,74,610
525,75,613
513,93,603
501,86,608
523,88,616
505,92,627
521,79,627
514,100,616
520,92,602
504,78,609
526,81,623
509,87,626
511,98,616
521,99,609
528,62,630
516,63,611
522,91,612
530,71,605
513,62,627
516,98,619
509,65,621
511,93,624
510,61,608
519,79,602
528,96,626
513,82,624
521,88,629
522,89,609
525,79,614
511,81,614
505,66,615
518,63,606
513,81,617
512,88,610
512,96,600
514,85,629
522,80,627
511,78,608
503,96,606
517,88,607
507,64,622
523,71,624
522,63,601
515,60,600
529,86,606
512,87,630
521,84,602
519,79,623
513,72,625
504,64,610
516,66,620
504,84,627
512,60,600
503,78,606
519,68,624
501,90,622
509,96,605
511,93,624
523,60,619
520,100,610
518,93,628
505,64,610
505,89,600
505,92,605
527,75,629
509,99,620
527,93,623
516,84,615
501,87,630
523,81,606
528,65,606
526,91,619
530,65,608
527,62,613
511,83,610
513,72,610
526,77,613
529,84,625
506,87,606
526,89,628
519,79,621
527,83,623
520,86,615
501,82,618
500,89,601
508,81,626
520,91,625
517,93,606
519,74,608
516,81,616
527,84,612
508,91,603
501,80,623
509,84,622
514,91,628
513,92,625
518,91,606
523,82,604
514,99,613
517,90,608
500,71,602
506,81,623
501,70,615
510,83,611
511,62,623
522,84,630
502,90,606
529,63,614
520,82,627
520,87,611
520,87,628
523,87,626
519,82,616
515,96,613
500,83,601
512,77,614
509,61,625
504,75,603
514,87,618
511,64,610
505,75,619
511,70,602
507,91,605
522,88,630
503,89,615
525,65,612
529,69,621
505,66,607
503,69,626
520,74,626
521,98,600
527,91,612
527,81,625
500,85,615
511,63,616
522,89,618
527,86,615
509,68,605
528,61,618
528,93,602
521,62,612
524,76,613
503,75,626
501,62,601
520,70,628
524,64,628
507,83,621
503,60,603
504,79,607
522,72,614
517,96,603
505,86,630
511,75,628
502,63,622
518,88,603
514,96,623
527,74,619
505,78,617
529,74,618
518,98,612
527,76,620
528,72,611
524,65,622
514,81,604
513,70,604
503,74,621
516,83,623
506,80,615
516,96,619
523,66,613
508,71,619
504,81,623
517,92,608
525,71,617
514,78,610
514,68,618
517,72,627
517,96,618
505,63,616
524,66,619
518,87,604
528,76,614
522,71,626
513,93,601
505,98,615
530,88,628
527,66,629
510,91,605
501,82,629
509,70,609
507,88,622
512,74,610
528,68,626
523,88,617
522,98,607
506,99,620
501,78,606
525,66,626
512,68,605
528,89,609
512,79,629
520,76,625
503,64,608
519,62,603
511,66,608
509,71,622
519,82,626
521,86,626
516,70,611
513,71,608
512,64,614
501,99,606
526,86,622
502,91,605
528,70,609
527,80,603
515,87,622
524,83,606
519,66,627
508,96,624
528,71,620
521,80,619
500,69,603
501,90,616
513,99,615
526,79,601
515,85,623
506,70,602
515,86,608
524,83,628
520,66,600
506,89,608
514,61,610
513,88,610
525,93,613
502,91,624
505,71,628
508,76,615
526,64,622
511,99,616
524,90,621
510,79,620
517,70,627
519,86,620
527,65,606
517,91,622
519,100,617
501,76,611
508,80,630
514,79,604
529,89,616
515,80,628
507,92,625
516,69,618
507,69,605
514,82,606
501,91,619
509,70,611
515,93,604
523,93,608
501,84,630
527,92,601
509,66,606
509,60,623
527,98,602
530,78,613
520,71,630
500,65,608
522,87,612
526,66,621
530,99,621
503,72,614
527,74,625
503,75,624
517,71,628
513,79,603
515,82,608
519,84,604
514,85,623
502,99,626
504,64,612
525,63,606
520,96,620
512,62,625
523,90,627
522,96,628
522,76,621
529,76,616
516,71,618
515,75,606
503,96,623
526,86,603
524,99,618
501,80,621
514,65,604
506,68,630
514,84,606
527,91,627
525,87,622
516,79,609
509,93,622
506,89,604
507,90,604
526,70,617
512,60,626
514,91,630
525,70,614
527,91,628
520,76,613
520,65,625
509,82,625
502,86,619
505,88,601
530,88,629
523,71,606
507,66,609
529,68,613
530,85,624
516,80,618
516,83,614
512,88,624
529,78,609
504,96,624
505,79,608
518,98,606
525,68,608
513,99,613
516,99,610
505,98,609
504,63,628
526,65,606
526,74,626
506,91,627
513,64,629
523,78,603
515,77,617
513,92,621
500,93,620
526,90,620
516,78,610
528,79,600
503,60,622
516,60,615
530,79,623
509,96,630
518,72,604
529,87,630
512,77,603
521,88,602
513,61,626
505,70,615
502,76,602
504,74,628
518,68,603
507,91,601
505,77,624
506,82,611
518,71,608
516,80,612
501,82,618
506,62,628
528,80,626
521,60,608
510,71,621
502,84,630
521,88,609
509,93,602
526,71,606
521,84,604
502,98,621
514,89,625
515,65,613
518,74,601
515,63,630
523,74,623
518,99,625
507,62,615
512,85,617
517,99,627
501,69,621
524,64,605
523,85,621
517,84,616
520,93,616
507,62,627
530,74,602
523,74,627
500,99,605
525,89,619
507,98,617
502,85,616
501,63,609
515,66,617
500,100,612
513,63,612
529,80,601
513,87,623
503,84,626
527,77,605
505,88,629
500,77,630
510,85,615
514,80,620
519,81,613
523,78,623
503,63,627
509,100,625
525,61,628
512,78,604
527,79,614
506,89,600
510,64,602
523,93,627
530,64,616
509,65,629
513,99,600
500,72,620
502,75,624
521,91,612
519,84,630
501,86,612
506,78,610
523,64,622
525,64,612
505,91,627
514,75,617
504,92,607
516,76,621
520,64,624
525,91,618
515,60,602
506,64,606
519,89,621
523,100,622
505,66,625
513,92,617
516,98,607
515,64,617
507,92,620
513,78,601
523,79,604
502,92,607
522,90,623
527,100,622
508,89,604
516,99,601
504,81,629
527,100,601
510,77,609
515,82,602
521,75,600
511,77,605
508,65,605
510,74,612
503,86,627
519,82,616
512,78,605
513,61,603
509,65,609
514,69,615
505,72,624
520,82,602
519,90,623
513,87,606
507,72,621
501,79,622
528,70,629
519,60,604
524,93,606
507,71,615
510,68,628
517,70,625
507,63,630
509,84,627
527,79,616
506,77,625
507,88,609
510,96,604
525,90,617
513,100,606
514,78,610
501,75,621
521,84,629
528,93,616
503,82,622
511,61,609
530,92,609
519,60,618
514,90,618
525,91,602
501,100,614
505,83,603
509,71,621
521,90,619
516,89,621
515,93,601
503,60,621
515,75,609
513,77,626
530,96,626
508,79,610
527,69,612
526,71,627
527,98,626
512,77,630
511,82,612
502,71,604
518,85,629
512,72,619
501,92,628
509,60,600
520,68,609
500,79,628
513,100,629
517,77,614
526,76,609
505,68,609
505,99,627
509,98,626
506,80,616
523,89,621
506,60,623
526,83,602
518,88,607
529,80,623
527,83,617
515,81,617
520,87,619
526,100,610
523,66,611
512,86,622
505,62,612
520,99,610
516,61,617
522,89,601
512,75,615
504,65,610
514,85,630
530,70,610
512,82,611
511,99,628
503,75,603
521,79,606
523,90,615
502,85,628
521,78,606
505,75,607
516,63,612
520,68,619
523,91,608
506,91,609
523,89,613
501,100,615
512,96,622
520,66,602
516,84,608
506,69,621
518,61,618
505,74,613
511,75,603
512,74,609
513,61,612
502,82,619
519,81,620
511,75,619
503,92,603
526,84,608
525,82,604
514,63,620
511,85,613
520,90,618
528,65,609
528,89,624
522,99,627
522,87,622
513,76,604
500,76,609
528,84,627
524,100,623
500,61,625
509,98,618
524,76,601
502,77,615
518,78,606
510,78,624
522,77,612
516,82,600
512,80,603
530,81,619
508,79,626
509,75,622
512,70,610
502,61,609
506,85,604
529,60,600
527,69,629
527,98,607
518,69,613
524,88,621
524,65,628
528,98,619
529,63,619
505,64,607
516,64,621
510,75,626
519,91,613
503,79,609
507,85,611
513,75,622
505,60,620
516,68,619
517,68,618
517,80,628
521,70,620
517,93,614
511,89,603
518,84,618
503,75,628
530,99,628
509,68,602
526,61,621
511,93,610
501,78,617
515,82,617
521,75,620
503,71,620
528,86,609
523,81,619
502,62,630
509,87,613
518,69,604
510,82,621
520,66,609
513,89,623
509,63,608
510,68,610
506,84,605
500,90,611
516,71,622
513,63,615
515,78,622
530,90,602
528,66,604
527,64,610
525,70,614
529,81,620
501,70,624
528,66,616
529,63,626
502,96,607
508,80,611
521,69,619
529,62,627
516,69,627
519,79,606
521,90,619
516,98,614
518,85,616
516,65,610
518,60,600
525,68,601
518,89,620
530,65,630
518,75,628
523,89,621
503,89,615
527,84,614
520,80,627
515,61,600
521,84,625
500,85,601
524,98,600
523,61,620
523,99,616
503,99,629
508,85,601
525,80,627
512,62,624
505,62,605
506,80,606
525,87,627
507,75,602
505,84,602
528,79,604
503,61,622
513,65,600
511,75,613
527,74,616
510,76,600
518,98,615
523,100,611
524,99,622
518,61,620
513,76,604
511,64,613
518,93,612
525,90,610
501,87,626
528,81,628
526,98,619
520,98,606
524,72,617
523,99,627
522,79,603
526,75,601
513,92,627
511,99,612
516,68,619
513,99,607
504,66,623
519,61,604
522,92,614
516,88,627
506,88,625
507,78,624
520,64,621
510,74,625
509,66,620
521,79,608
515,76,624
507,70,613
525,65,604
503,75,629
515,62,627
501,79,615
501,87,620
510,100,605
504,88,619
528,80,607
528,93,616
506,82,621
510,61,606
503,77,613
519,86,618
508,76,609
516,63,624
511,65,620
512,82,625
513,61,608
527,80,623
516,75,625
509,66,615
522,75,600
507,74,620
525,60,623
510,91,624
514,74,624
524,84,609
500,63,603
503,77,623
509,63,628
503,88,613
508,85,622
508,89,618
523,86,608
521,78,621
518,92,602
526,91,606
510,85,628
511,96,629
511,77,600
522,71,612
522,74,613
517,64,600
505,92,629
510,68,616
508,66,630
517,87,616
508,79,602
503,76,612
524,83,622
504,61,609
516,81,620
516,82,625
517,100,602
513,68,625
519,96,612
502,68,613
502,80,628
529,96,616
522,79,627
517,78,619
511,63,604
516,74,604
516,81,615
500,65,603
524,81,621
520,76,619
516,96,617
504,84,627
527,64,625
511,63,630
504,93,628
523,65,629
523,69,616
510,61,610
515,83,601
528,82,618
506,79,621
511,89,613
527,90,603
503,83,604
501,96,615
517,64,602
513,81,613
500,89,626
520,96,620
522,68,618
508,83,605
514,93,604
515,83,624
511,70,606
519,99,618
519,90,610
523,60,607
515,70,629
517,87,619
518,85,616
523,68,603
527,100,615
527,91,626
520,92,602
517,65,612
519,100,603
516,82,604
521,74,603
527,93,606
508,80,608
506,99,617
503,90,616
508,83,608
521,78,622
517,81,627
514,74,612
500,76,605
500,74,614
508,87,619
512,71,626
525,71,607
500,65,620
527,91,626
504,62,606
514,91,612
530,77,617
520,87,618
512,86,614
503,77,607
515,100,614
523,64,613
527,90,626
506,66,621
528,98,618
515,90,619
527,96,621
516,83,600
501,96,630
519,78,607
506,98,621
513,65,607
508,87,627
521,69,622
528,86,611
526,72,629
527,93,619
509,74,608
510,83,627
501,86,603
512,96,616
516,84,600
512,78,600
501,83,612
502,98,610
516,84,609
523,60,604
519,85,608
512,85,627
508,64,600
512,82,609
517,84,625
511,96,600
502,61,602
511,66,618
500,81,603
528,62,629
529,86,615
525,69,608
525,100,600
519,69,622
506,83,604
528,62,609
523,70,624
500,66,617
526,83,622
510,62,617
500,88,602
527,74,619
519,72,606
500,96,610
527,92,610
523,91,619
527,76,605
512,79,620
522,96,620
503,66,613
530,81,619
517,88,630
520,88,610
505,68,612
501,71,617
525,77,619
528,86,616
502,81,629
528,71,607
528,62,617
508,69,630
510,65,607
503,89,626
505,88,623
517,78,607
502,87,620
520,71,627
503,74,630
520,78,619
521,65,627
500,69,628
518,99,603
517,62,627
520,85,613
527,88,627
502,79,619
510,80,626
509,64,603
513,74,603
508,79,622
524,82,610
500,66,628
514,100,627
520,66,612
505,92,622
524,90,611
501,70,618
526,72,628
526,63,606
516,78,628
523,84,619
517,84,618
513,82,608
507,76,620
517,90,620
526,68,605
518,61,602
507,69,605
510,88,607
513,84,625
525,88,607
509,80,605
504,77,625
513,69,601
529,100,614
501,93,626
500,84,600
526,74,600
530,71,619
519,92,615
515,78,627
530,74,619
508,72,616
514,99,616
512,86,602
501,69,608
508,63,601
510,88,601
521,91,624
513,68,622
514,66,606
505,66,624
506,96,610
519,88,613
509,83,617
504,77,626
517,69,619
527,87,619
505,70,623
515,82,622
519,90,630
517,84,626
517,72,603
514,70,630
523,69,610
526,92,607
517,77,608
513,77,617
512,83,608
502,84,615
515,92,626
515,77,609
500,81,618
520,74,604
506,81,623
518,74,609
521,80,605
520,65,609
509,65,610
507,80,629
525,99,608
510,60,626
505,63,619
529,77,617
513,91,611
522,80,625
521,87,624
523,93,616
505,100,612
517,85,630
527,72,625
517,91,628
520,99,618
509,86,612
517,62,616
511,64,613
513,96,627
500,99,616
501,62,620
528,99,601
521,84,601
513,77,620
520,61,620
512,96,625
508,74,600
505,91,608
500,64,609
507,65,627
516,85,604
525,96,619
526,89,626
525,99,600
517,70,622
516,100,618
528,91,626
508,72,624
508,71,616
523,69,600
510,75,600
501,64,602
501,88,620
529,70,603
502,63,630
526,72,615
527,65,615
503,69,602
504,82,601
525,89,617
507,96,606
509,88,600
529,71,604
511,65,600
530,100,605
523,93,611
510,90,620
517,100,615
514,64,600
525,96,605
525,93,617
527,79,628
527,100,607
522,86,621
520,96,621
517,63,628
524,90,615
507,81,617
525,74,613
510,98,601
515,79,610
500,98,600
517,89,604
510,75,628
509,66,614
512,99,620
509,69,620
528,74,615
530,89,619
524,65,620
501,76,607
507,60,618
507,69,607
523,64,622
512,64,608
522,76,612
528,71,619
509,66,612
512,74,603
517,93,603
527,77,622
522,86,626
530,92,627
508,75,621
508,86,601
522,76,623
514,72,630
517,72,600
526,88,614
510,66,611
516,61,621
524,91,613
506,89,600
502,91,603
526,78,604
525,62,628
501,90,607
520,62,601
513,91,603
529,86,617
501,89,623
525,66,625
500,93,624
518,84,613
511,69,620
513,78,606
530,96,627
508,75,606
514,71,605
524,85,605
500,82,600
500,74,600
523,75,617
508,86,609
528,85,605
515,87,616
530,92,626
521,84,607
528,66,617
526,84,607
515,90,625
524,64,609
502,74,626
501,80,613
513,88,601
524,96,611
507,60,626
517,98,630
520,88,607
512,71,630
525,93,624
513,82,621
525,83,613
505,82,615
513,69,602
501,64,600
528,87,622
524,86,630
508,91,627
517,96,626
524,99,605
526,92,600
517,62,625
530,92,630
528,88,611
514,69,624
501,83,617
510,78,600
515,76,625
530,77,604
508,79,621
526,62,601
502,96,607
507,72,605
510,86,626
518,96,605
530,76,624
510,64,600
510,78,604
517,86,604
504,71,627
504,69,622
500,63,608
519,84,619
530,65,616
501,70,621
520,66,607
505,64,619
511,65,609
523,91,626
521,93,630
526,65,623
502,91,618
512,66,624
508,82,620
522,60,626
508,88,614
522,81,629
505,71,606
509,80,612
518,78,624
511,72,612
508,76,626
502,78,618
503,68,603
503,96,612
510,76,603
501,92,622
516,83,601
506,90,602
514,70,618
517,60,621
524,62,602
501,69,615
512,64,611
513,90,607
503,99,621
530,98,601
500,78,603
522,89,626
516,99,630
529,83,620
514,65,603
513,64,625
524,61,603
508,74,612
504,61,605
518,72,623
507,100,611
513,79,621
524,83,623
504,66,615
516,71,630
507,83,624
505,87,626
504,61,628
527,61,630
506,90,604
509,65,605
524,93,612
526,72,610
514,90,602
514,91,613
500,90,616
514,74,627
505,84,612
510,68,628
503,96,620
511,93,614
503,78,627
506,63,622
519,84,617
518,79,612
504,86,618
501,75,613
530,72,608
523,98,606
514,65,624
507,85,622
527,87,606
522,83,618
522,86,625
507,92,627
508,93,611
530,89,622
507,70,611
518,90,629
505,64,620
502,98,626
505,90,620
524,75,621
513,83,601
511,76,622
513,65,610
521,92,603
514,84,612
510,82,623
522,78,626
509,68,628
500,85,630
507,60,620
521,82,604
518,72,603
512,87,621
528,77,609
528,92,611
515,90,629
509,83,613
503,88,612
521,89,611
528,83,603
500,83,608
519,79,623
520,91,605
519,65,617
525,74,610
500,64,615
521,75,612
508,66,615
517,70,614
527,62,619
505,98,630
520,66,602
514,87,613
520,62,624
505,91,624
528,78,618
511,89,606
529,82,627
520,69,630
517,96,628
523,96,624
508,96,621
522,90,622
522,66,603
526,77,609
518,88,628
514,70,620
517,70,604
515,87,627
518,83,612
521,80,610
530,100,600
521,64,610
518,75,611
516,82,605
509,76,608
514,98,615
501,76,605
513,77,626
523,89,606
502,91,609
516,81,611
510,80,612
530,91,619
502,81,601
520,91,609
517,92,627
508,85,605
520,74,611
520,100,623
505,61,619
526,71,614
516,96,629
528,77,626
518,77,622
521,69,600
508,84,609
517,75,618
500,81,625
503,99,628
514,69,620
527,79,622
506,91,617
521,84,613
523,77,606
518,96,614
527,85,600
504,68,618
513,89,602
511,87,600
517,91,613
523,77,606
528,86,612
519,77,600
520,79,609
528,84,615
515,60,621
502,78,601
525,88,608
526,77,601
522,98,610
505,68,616
504,71,617
517,64,629
529,89,613
510,60,620
523,61,620
530,100,602
509,63,630
518,85,628
523,99,609
525,61,613
523,87,619
510,89,621
517,87,619
508,71,616
503,75,616
522,65,607
524,80,619
515,72,618
522,82,612
514,93,609
528,78,600
503,78,615
522,60,607
506,61,607
510,75,606
514,69,621
506,86,614
511,65,622
506,70,630
529,92,628
524,81,602
529,76,602
503,84,613
506,99,626
519,85,601
522,98,605
505,65,605
503,62,612
506,65,614
519,62,624
522,78,616
501,69,617
529,99,609
507,80,615
514,60,628
500,72,627
506,71,600
503,61,602
518,81,622
519,70,605
510,70,614
503,85,621
511,78,619
530,69,614
516,89,609
524,71,608
528,85,602
517,70,629
520,83,614
524,72,620
513,86,628
524,77,601
507,82,602
527,86,625
514,90,624
523,87,608
504,88,627
504,76,626
514,64,613
518,62,615
515,81,616
528,65,605
510,77,616
516,92,618
505,77,619
524,68,615
514,86,620
515,85,622
520,91,611
516,76,623
530,74,604
530,80,602
519,78,621
507,100,610
507,81,627
501,83,630
528,79,607
514,61,602
518,85,602
520,83,625
501,82,606
522,72,617
510,70,608
509,96,629
504,70,629
518,61,619
522,72,606
526,86,612
529,64,618
520,98,627
505,77,614
509,90,619
518,91,630
501,80,621
527,100,625
512,80,625
509,63,606
524,60,630
505,60,614
519,93,611
530,96,625
508,82,623
512,64,618
508,88,609
505,64,622
525,86,607
529,77,630
504,62,629
515,65,613
524,60,616
500,74,600
506,88,603
514,75,618
520,93,606
504,84,623
504,72,602
530,84,628
516,66,608
510,90,601
505,81,601
509,99,602
505,99,601
509,79,608
509,98,608
512,69,624
529,71,619
514,74,629
517,77,611
500,68,611
501,69,630
523,61,603
501,90,601
522,83,607
511,61,603
505,79,616
518,98,611
501,80,602
520,79,606
510,76,605
520,96,606
505,80,626
523,66,628
519,79,624
502,68,604
511,75,619
518,65,616
528,100,626
500,83,604
516,79,625
511,78,620
515,72,615
503,70,614
516,70,603
508,78,605
513,70,601
528,68,621
521,63,619
520,98,601
525,62,609
508,84,628
529,62,625
527,69,608
512,78,609
523,96,607
528,70,623
526,92,603
520,70,625
503,85,629
512,98,621
517,87,608
516,99,611
507,63,604
515,80,604
511,60,613
517,82,617
500,87,615
526,92,602
529,75,616
502,79,613
513,99,626
502,72,601
525,93,605
522,80,612
527,66,614
527,99,606
509,70,619
505,70,622
524,74,606
523,70,600
516,61,624
522,92,607
524,88,610
529,76,627
520,82,610
525,98,619
508,92,603
510,81,620
524,88,601
530,83,602
524,93,625
513,63,608
526,92,603
501,82,628
524,93,629
508,69,626
529,80,607
509,79,602
518,90,611
515,86,624
518,88,603
511,86,617
528,76,601
529,60,619
523,89,624
529,75,625
524,75,625
512,60,612
509,62,601
527,93,628
528,60,607
524,63,604
513,70,613
520,87,611
524,92,630
526,90,608
521,91,621
520,88,630
512,87,627
503,86,621
512,63,611
509,66,600
526,98,604
507,81,614
519,82,611
518,70,614
530,60,625
500,90,620
524,87,620
513,78,621
523,91,627
510,92,614
510,91,626
524,96,601
529,81,615
518,77,600
519,65,624
524,68,622
516,76,614
518,60,607
514,87,602
514,92,614
516,83,630
504,70,605
502,84,621
521,66,617
502,85,618
520,80,608
510,61,611
521,79,610
507,93,607
504,75,625
514,82,614
520,96,612
504,77,613
502,63,613
527,85,604
519,71,624
514,96,615
511,82,625
516,89,617
520,65,618
506,76,620
507,79,608
528,60,621
518,68,613
502,65,616
522,87,625
527,75,614
502,72,628
519,91,603
513,96,620
500,70,605
503,82,624
528,83,608
528,85,619
506,82,604
508,70,610
509,91,623
514,78,615
500,75,630
526,98,609
504,72,617
525,96,626
529,98,600
520,100,608
524,62,628
524,81,621
524,64,605
522,78,609
515,80,609
528,82,627
500,85,604
516,63,629
520,83,601
520,89,610
507,74,626
